ISS010-E-5004,-3.5,-79.0,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5004.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5004.JPG
ISS010-E-5005,-2.7,-79.5,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5005.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5005.JPG
ISS010-E-5006,-3.4,-79.0,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5006.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5006.JPG
ISS010-E-5007,-3.5,-79.0,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5007.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5007.JPG
ISS010-E-5008,-3.8,-78.7,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5008.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5008.JPG
ISS010-E-5009,-3.9,-78.7,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5009.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5009.JPG
ISS010-E-5010,-4.0,-78.6,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5010.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5010.JPG
ISS010-E-5011,-4.1,-78.5,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5011.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5011.JPG
ISS010-E-5012,-5.1,-77.8,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5012.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5012.JPG
ISS010-E-5013,-5.3,-77.7,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5013.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5013.JPG
ISS010-E-5014,-5.5,-77.5,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-5014.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS010/ISS010-E-5014.JPG
